date,weatherDescription,avgTemp,totalPrecip,avgBikeDuration,avgBikeDistance,totalBikeTrips,avgTaxiDuration,avgTaxiDistance,totalTaxiTrips
2021-02-01,Snowing,30.0,0.3,2667.0,1.2235535923170808,249.0,896,4.982599910274879,6803
2021-02-02,Snowing,33.6,1.9,,0.0,0.0,759,4.666929357132086,29178
2021-02-03,Snowing,30.5,0.0,17.0,1.7250416651972809,6488.0,985,9.842234890357142,55440
2021-02-04,Clear,28.2,0.0,1416.0,1.8733024938517864,18792.0,1064,4.461937061308702,59326
2021-02-05,Light Rain,32.3,2.2,1193.0,1.8439565238820201,24378.0,974,6.974384528464601,57770
2021-02-06,Clear,28.6,0.0,1211.0,1.9814883475210765,31236.0,912,4.397359366827375,49987
2021-02-07,Snowing,29.0,0.4,1432.0,1.6698239641693002,8308.0,742,18.547077935957507,27488
2021-02-08,Clear,18.4,0.0,942.0,1.6630657543471,18534.0,895,15.213944798685455,51729
2021-02-09,Snowing,25.6,0.7,841.0,1.7239820702204929,22482.0,889,4.3511874480496076,52733
2021-02-10,Clear,23.6,0.0,1231.0,1.762507250469748,28232.0,927,4.3453364994970185,57855
2021-02-11,Snowing,26.5,0.0,842.0,1.7416850319949284,22979.0,930,4.353030402057143,58625
2021-02-12,Clear,19.5,0.0,907.0,1.7136509960752158,26009.0,925,5.263948464004653,63611
2021-02-13,Snowing,22.8,0.2,995.0,1.7569390233453808,23084.0,823,11.891777528975286,48355
2021-02-14,Clear,30.8,0.0,1014.0,1.8021305765824325,23441.0,818,4.83360230685118,39672
2021-02-15,Clear,31.7,0.0,1238.0,1.7382778089919126,23404.0,806,4.820338496691631,40322
2021-02-16,Heavy Rain,39.7,18.2,894.0,1.8155659079237267,31048.0,907,11.578148697174434,51211
2021-02-17,Clear,25.8,0.0,898.0,1.7284880430001237,30902.0,925,8.208106642984411,60166
2021-02-18,Snowing,25.7,0.3,786.0,1.6108907261581606,7630.0,798,4.452398414438236,38121
2021-02-19,Snowing,29.8,0.0,782.0,1.5950553437546218,12061.0,798,4.3641143689867805,53029
2021-02-20,Clear,27.1,0.0,903.0,1.7849994224032355,24992.0,826,11.856621548546945,51340
2021-02-21,Clear,23.0,0.0,983.0,1.8468977491370944,26475.0,809,5.0722729729841864,37119
2021-02-22,Snowing,29.5,8.6,745.0,1.7205984801391363,19553.0,869,4.5417438750862935,50699
2021-02-23,Light Rain,34.9,0.4,807.0,1.8015893492181936,33534.0,887,4.398343957652204,57160
2021-02-24,Clear,38.1,0.0,910.0,1.917430767765968,46049.0,929,7.755150195484332,59969
2021-02-25,Clear,38.1,0.0,907.0,1.8804140862044367,43427.0,966,4.419242862661332,61984
2021-02-26,Clear,33.4,0.0,907.0,1.8543588640779751,44560.0,936,7.379421182347005,65394
2021-02-27,Snowing,40.4,7.2,980.0,1.8489998424524188,30815.0,840,4.567788276288281,48980
2021-02-28,Heavy Rain,37.6,6.1,900.0,1.7342605608781316,21321.0,835,8.210505926534085,37612
2021-03-01,Heavy Rain,40.8,6.2,794.0,1.7456723164814163,34575.0,850,14.725759471584357,54836
2021-03-02,Clear,25.9,0.0,801.0,1.7041164539251097,32100.0,842,6.670597066413338,61843
2021-03-03,Clear,34.9,0.0,881.0,1.877724330540646,50122.0,908,5.564362778659335,63297
2021-03-04,Clear,34.6,0.0,804.0,1.7916387698361933,40247.0,872,7.925209583262091,67141
2021-03-05,Clear,28.0,0.0,844.0,1.735728510245658,36338.0,895,4.448256512738927,69582
2021-03-06,Clear,28.9,0.0,842.0,1.7817247427823828,33478.0,797,7.247723430852302,55004
2021-03-07,Clear,30.0,0.0,942.0,1.8733204694296093,35352.0,835,5.210133190638559,38947
2021-03-08,Clear,30.6,0.0,808.0,1.8203446564052344,38478.0,867,11.791883407238547,56282
2021-03-09,Light Rain,43.9,0.1,1010.0,1.9753685127099032,60231.0,872,8.292347379586179,62056
2021-03-10,Clear,40.3,0.0,931.0,1.924539176743468,54876.0,880,7.260396420013925,64635
2021-03-11,Light Rain,50.4,0.4,1063.0,1.994320889880508,68394.0,901,6.638590248737943,68222
2021-03-12,Heavy Rain,55.1,2.1,1102.0,1.9746866224062767,69490.0,916,5.765921477039992,71716
2021-03-13,Clear,40.4,0.0,1299.0,1.99350288162528,53517.0,884,4.690325059960571,60870
2021-03-14,Clear,40.1,0.0,1065.0,1.9092845985157252,43533.0,842,5.065720879737967,43964
2021-03-15,Clear,30.4,0.0,756.0,1.7052502346476417,34394.0,858,12.423469785942972,61407
2021-03-16,Snowing,31.1,0.0,764.0,1.7614605563398569,38031.0,886,7.447043335710687,65479
2021-03-17,Light Rain,40.5,0.1,845.0,1.8536908427636976,47314.0,876,8.598443235944622,71510
2021-03-18,Heavy Rain,42.0,20.4,790.0,1.760121259568184,22554.0,915,8.648421605647266,71539
2021-03-19,Light Rain,36.7,3.4,924.0,1.7870839683151851,43779.0,932,5.62944135042928,74427
2021-03-20,Clear,39.2,0.0,1320.0,2.0918743115039025,65050.0,875,6.449911900068251,61538
2021-03-21,Clear,42.9,0.0,1409.0,2.1326508181591324,68873.0,874,5.338956561483911,45124
2021-03-22,Clear,44.2,0.0,1139.0,1.9525336083295,56194.0,873,9.106528724508411,59959
2021-03-23,Clear,46.1,0.0,1056.0,2.0198895859524937,61564.0,877,7.79475856754894,63548
2021-03-24,Heavy Rain,47.3,24.5,848.0,1.8570809382451297,32777.0,891,5.842093123235117,68659
2021-03-25,Heavy Rain,55.4,5.7,1088.0,2.020958015966179,64657.0,924,6.861846381500838,69841
2021-03-26,Light Rain,61.0,0.8,1339.0,1.972150077619876,71615.0,962,6.992840875536818,73535
2021-03-27,Clear,54.2,0.0,1561.0,2.213448604706594,84712.0,904,4.756122678187322,67392
2021-03-28,Heavy Rain,53.3,18.0,1447.0,1.823250308863806,25256.0,779,5.449800243272944,40404
2021-03-29,Clear,46.7,0.0,1131.0,1.8956108838179482,52598.0,824,6.531926963559103,58127
2021-03-30,Clear,47.7,0.0,1083.0,1.9293132587988184,65613.0,943,4.709033263008605,66702
2021-03-31,Heavy Rain,53.6,8.2,1014.0,1.8389046965813616,45382.0,893,4.95311208962137,67533
2021-04-01,Heavy Rain,45.7,6.0,983.0,1.7957329953558223,45527.0,908,9.845172168051473,72429
2021-04-02,Clear,35.3,0.0,1022.0,1.7646957218999024,42831.0,879,4.670746219723566,72350
2021-04-03,Clear,39.1,0.0,1220.0,2.0538652445465035,61218.0,877,7.26844137010041,61847
2021-04-04,Clear,48.5,0.0,1381.0,2.0823117151972084,63335.0,863,10.410408655227815,46310
2021-04-05,Clear,51.9,0.0,1046.0,1.9674212320425264,68141.0,906,10.272494293466762,62955
2021-04-06,Clear,51.6,0.0,1122.0,2.0098435566278527,76225.0,918,4.838244853723465,70472
2021-04-07,Light Rain,51.3,0.4,1099.0,2.0186141621650053,77680.0,923,10.145200165840263,74661
2021-04-08,Clear,53.8,0.0,1158.0,2.044901346595496,81552.0,971,14.11694008224865,77611
2021-04-09,Clear,49.8,0.0,1144.0,1.9794746818954627,68187.0,953,13.06519834403694,78827
2021-04-10,Light Rain,54.1,0.2,1507.0,2.1348747939338018,87596.0,903,6.7034629444735625,68688
